,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osmid,central city,city,osmname,,surface,osmwikipedia,osmlink,category,lat,lon,,,,,,,,,,,,,,,,,,,
61814289,Nuernberg (Nürnberg),sulzbach,St. Marien,,year,,,,,,1000,1100,1360,1400,,,,,,,,,,,,,,,
61814289,Nuernberg (Nürnberg),sulzbach,St. Marien,,surface,,,,,,0,300,,230,,,,,,,,,,,,,,,
61814289,Nuernberg (Nürnberg),sulzbach,St. Marien,,height,,,,,,10,10,10,10,,,,,,,,,,,,,,,
61814289,Nuernberg (Nürnberg),sulzbach,St. Marien,,m3,,,,,,,,,,,,,,,,,,,,,,,,
61814289,Nuernberg (Nürnberg),sulzbach,St. Marien,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249503624,Nuernberg (Nürnberg),spalt,kloster Sankt Emmeram spalt,river,1045.444166,de.wikipedia.org/wiki/St._Emmeram_(Spalt),http://www.openstreetmap.org/way/249503624,conventual,49.17496164,10.9260526,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
249503624,Nuernberg (Nürnberg),spalt,kloster Sankt Emmeram spalt, ,year,,,,,,1100,1200,1295,1300,,,,,,,,,,,,,,,
249503624,Nuernberg (Nürnberg),spalt,kloster Sankt Emmeram spalt,,surface,,,,,,0,330,,200,,,,,,,,,,,,,,,
249503624,Nuernberg (Nürnberg),spalt,kloster Sankt Emmeram spalt,,height,,,,,,10,10,10,10,,,,,,,,,,,,,,,
249503624,Nuernberg (Nürnberg),spalt,kloster Sankt Emmeram spalt,,m3,,,,,,,,,,,,,,,,,,,,,,,,
249503624,Nuernberg (Nürnberg),spalt,kloster Sankt Emmeram spalt,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45763285,Nuernberg (Nürnberg),eggolsheim,St. Martin,land,1054.108794,http://seelsorgeeinheit-eggolsheim.de/kirchen/pfarrkirche-st--martin/,http://www.openstreetmap.org/way/45763285,parish,49.7714513,11.05828557,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
45763285,Nuernberg (Nürnberg),eggolsheim,St. Martin,,year,,,,,,1000,1100,1290,1305,,,,,,,,,,,,,,,
45763285,Nuernberg (Nürnberg),eggolsheim,St. Martin,,surface,,,,,,0,330,,200,,,,,,,,,,,,,,,
45763285,Nuernberg (Nürnberg),eggolsheim,St. Martin,,height,,,,,,10,10,10,10,,,,,,,,,,,,,,,
45763285,Nuernberg (Nürnberg),eggolsheim,St. Martin,,m3,,,,,,,,,,,,,,,,,,,,,,,,
45763285,Nuernberg (Nürnberg),eggolsheim,St. Martin,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18798415,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Hofkirche Zu unserer Lieben Frau,land,1103.605312,https://de.wikipedia.org/wiki/Hofkirche_(Neumarkt_in_der_Oberpfalz),http://www.openstreetmap.org/way/18798415,,49.28088093,11.46113061,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
18798415,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Hofkirche Zu unserer Lieben Frau,,year,,,,,,1410,1540,,,,,,,,,,,,,,,,,
18798415,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Hofkirche Zu unserer Lieben Frau,,surface,,,,,,0,1100,,,,,,,,,,,,,,,,,
18798415,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Hofkirche Zu unserer Lieben Frau,,height,,,,,,15,15,,,,,,,,,,,,,,,,,
18798415,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Hofkirche Zu unserer Lieben Frau,,m3,,,,,,,,,,,,,,,,,,,,,,,,
18798415,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Hofkirche Zu unserer Lieben Frau,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45104659,Nuernberg (Nürnberg),forcheim,Martinskirche,river,1120.015266,de.wikipedia.org/wiki/St._Martin_(Forchheim),http://www.openstreetmap.org/way/45104659,conventual,49.71964155,11.05741404,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
45104659,Nuernberg (Nürnberg),forcheim,Martinskirche,,year,,,,,,900,1000,1150,1250,1300,1400,,,,,,,,,,,,,
45104659,Nuernberg (Nürnberg),forcheim,Martinskirche,,surface,,,,,,0,580,0,800,,300,,,,,,,,,,,,,
45104659,Nuernberg (Nürnberg),forcheim,Martinskirche,,height,,,,,,11,11,15,15,15,15,,,,,,,,,,,,,
45104659,Nuernberg (Nürnberg),forcheim,Martinskirche,,m3,,,,,,,,,,,,,,,,,,,,,,,,
45104659,Nuernberg (Nürnberg),forcheim,Martinskirche,,guestimate,,,,,,1,1,0,0,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144075255,Nuernberg (Nürnberg),pleinfeld,St. Nikolaus,river,1128.488767,https://de.wikipedia.org/wiki/St._Nikolaus_(Pleinfeld),http://www.openstreetmap.org/way/144075255,parish,49.10649045,10.98617618,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
144075255,Nuernberg (Nürnberg),pleinfeld,St. Nikolaus,,year,,,,,,1100,1136,,,,,,,,,,,,,,,,,
144075255,Nuernberg (Nürnberg),pleinfeld,St. Nikolaus,,surface,,,,,,0,400,,,,,,,,,,,,,,,,,
144075255,Nuernberg (Nürnberg),pleinfeld,St. Nikolaus,,height,,,,,,9,9,,,,,,,,,,,,,,,,,
144075255,Nuernberg (Nürnberg),pleinfeld,St. Nikolaus,,m3,,,,,,,,,,,,,,,,,,,,,,,,
144075255,Nuernberg (Nürnberg),pleinfeld,St. Nikolaus,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109465799,Nuernberg (Nürnberg),michelfeld,Asamkirche St. Johannes Evangelista,river,1130.654171,NA,http://www.openstreetmap.org/way/109465799,conventual,49.70409841,11.58701408,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
109465799,Nuernberg (Nürnberg),michelfeld,Asamkirche St. Johannes Evangelista,,year,,,,,,1119,1150,,,,,,,,,,,,,,,,,
109465799,Nuernberg (Nürnberg),michelfeld,Asamkirche St. Johannes Evangelista,,surface,,,,,,0,580,,,,,,,,,,,,,,,,,
109465799,Nuernberg (Nürnberg),michelfeld,Asamkirche St. Johannes Evangelista,,height,,,,,,11,11,,,,,,,,,,,,,,,,,
109465799,Nuernberg (Nürnberg),michelfeld,Asamkirche St. Johannes Evangelista,,m3,,,,,,,,,,,,,,,,,,,,,,,,
109465799,Nuernberg (Nürnberg),michelfeld,Asamkirche St. Johannes Evangelista,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,
33216172,Nuernberg (Nürnberg),selingenporten,Mariä Himmelfahrt,river,1178.699244,https://de.wikipedia.org/wiki/Kloster_Seligenporten,http://www.openstreetmap.org/way/33216172,conventual,49.26531258,11.30829652,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
33216172,Nuernberg (Nürnberg),selingenporten,Mariä Himmelfahrt,,year,,,,,,1242,1250,,,,,,,,,,,,,,,,,
33216172,Nuernberg (Nürnberg),selingenporten,Mariä Himmelfahrt,,surface,,,,,,0,640,,,,,,,,,,,,,,,,,
33216172,Nuernberg (Nürnberg),selingenporten,Mariä Himmelfahrt,,height,,,,,,11,11,,,,,,,,,,,,,,,,,
33216172,Nuernberg (Nürnberg),selingenporten,Mariä Himmelfahrt,,m3,,,,,,,,,,,,,,,,,,,,,,,,
33216172,Nuernberg (Nürnberg),selingenporten,Mariä Himmelfahrt,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52031458,Nuernberg (Nürnberg),badwindsheim,St. Kilian,river,1225.886957,http://www.badwindsheim-evangelisch.de/pfarreien/bad-windsheim/kirchen.html?tx_decifacilities_facilities%5Bfacility%5D=15&tx_decifacilities_facilities%5BbackPid%5D=97&tx_decifacilities_facilities%5Baction%5D=show&tx_decifacilities_facilities%5Bcontroller%5D=Facility&cHash=1f16310a000ca8ae6064c2b1e318d648,http://www.openstreetmap.org/way/52031458,parish,49.50249823,10.41685745,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
52031458,Nuernberg (Nürnberg),badwindsheim,St. Kilian,,year,,,,,,700,800,1150,1250,,,,,,,,,,,,,,,
52031458,Nuernberg (Nürnberg),badwindsheim,St. Kilian,,surface,,,,,,0,340,0,640,,,,,,,,,,,,,,,
52031458,Nuernberg (Nürnberg),badwindsheim,St. Kilian,,height,,,,,,8,8,11,11,,,,,,,,,,,,,,,
52031458,Nuernberg (Nürnberg),badwindsheim,St. Kilian,,m3,,,,,,,,,,,,,,,,,,,,,,,,
52031458,Nuernberg (Nürnberg),badwindsheim,St. Kilian,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80868327,Nuernberg (Nürnberg),goesweinstein,Basilika zur Heiligsten Dreifaltigkeit,river,1264.213144,de.wikipedia.org/wiki/Basilika_Gößweinstein,http://www.openstreetmap.org/way/80868327,parish,49.76990076,11.33720978,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
80868327,Nuernberg (Nürnberg),goesweinstein,Basilika zur Heiligsten Dreifaltigkeit,,year,,,,,,1200,1240,,,,,,,,,,,,,,,,,
80868327,Nuernberg (Nürnberg),goesweinstein,Basilika zur Heiligsten Dreifaltigkeit,,surface,,,,,,0,690,,,,,,,,,,,,,,,,,
80868327,Nuernberg (Nürnberg),goesweinstein,Basilika zur Heiligsten Dreifaltigkeit,,height,,,,,,11,11,,,,,,,,,,,,,,,,,
80868327,Nuernberg (Nürnberg),goesweinstein,Basilika zur Heiligsten Dreifaltigkeit,,m3,,,,,,,,,,,,,,,,,,,,,,,,
80868327,Nuernberg (Nürnberg),goesweinstein,Basilika zur Heiligsten Dreifaltigkeit,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18792801,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Münster St. Johannes,land,1301.619903,de.wikipedia.org/wiki/St._Johannes_(Neumarkt_in_der_Oberpfalz),http://www.openstreetmap.org/way/18792801,parish,49.27993938,11.457532,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
18792801,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Münster St. Johannes,,year,,,,,,1000,1100,1410,1440,,,,,,,,,,,,,,,
18792801,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Münster St. Johannes,,surface,,,,,,0,690,0,1300,,,,,,,,,,,,,,,
18792801,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Münster St. Johannes,,height,,,,,,11,11,16,16,,,,,,,,,,,,,,,
18792801,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Münster St. Johannes,,m3,,,,,,,,,,,,,,,,,,,,,,,,
18792801,Nuernberg (Nürnberg),neumarkt in der oberpfalz,Münster St. Johannes,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28982053,Nuernberg (Nürnberg),beilngries,St. Walburga,river,1360.382409,de.wikipedia.org/wiki/St._Walburga_(Beilngries),http://www.openstreetmap.org/way/28982053,parish,49.03487406,11.47331244,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
28982053,Nuernberg (Nürnberg),beilngries,St. Walburga,,year,,,,,,1100,1200,1400,1450,,,,,,,,,,,,,,,
28982053,Nuernberg (Nürnberg),beilngries,St. Walburga,,surface,,,,,,0,300,,100,,,,,,,,,,,,,,,
28982053,Nuernberg (Nürnberg),beilngries,St. Walburga,,height,,,,,,9,9,9,9,,,,,,,,,,,,,,,
28982053,Nuernberg (Nürnberg),beilngries,St. Walburga,,m3,,,,,,,,,,,,,,,,,,,,,,,,
28982053,Nuernberg (Nürnberg),beilngries,St. Walburga,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,
310994417,Nuernberg (Nürnberg),heidenheim,St. Wunibald,river,1426.076398,https://de.wikipedia.org/wiki/Kloster_Heidenheim,http://www.openstreetmap.org/way/310994417,conventual,49.01753273,10.74283788,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
310994417,Nuernberg (Nürnberg),heidenheim,St. Wunibald,,year,,,,,,760,778,800,900,1000,1100,1220,1400,,,,,,,,,,,
310994417,Nuernberg (Nürnberg),heidenheim,St. Wunibald,,surface,,,,,,0,200,0,390,0,740,0,1400,,,,,,,,,,,
310994417,Nuernberg (Nürnberg),heidenheim,St. Wunibald,,height,,,,,,7,7,9,9,12,12,17,17,,,,,,,,,,,
310994417,Nuernberg (Nürnberg),heidenheim,St. Wunibald,,m3,,,,,,,,,,,,,,,,,,,,,,,,
310994417,Nuernberg (Nürnberg),heidenheim,St. Wunibald,,guestimate,,,,,,1,1,1,1,1,1,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208053180,Nuernberg (Nürnberg),herrieden,Stiftsbasilika,river,1459.267832,https://de.wikipedia.org/wiki/Stiftsbasilika_Herrieden,http://www.openstreetmap.org/way/208053180,conventual,49.23261682,10.49831683,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
208053180,Nuernberg (Nürnberg),herrieden,Stiftsbasilika,,year,,,,,,1000,1071,1220,1400,,,,,,,,,,,,,,,
208053180,Nuernberg (Nürnberg),herrieden,Stiftsbasilika,,surface,,,,,,0,530,0,1000,,,,,,,,,,,,,,,
208053180,Nuernberg (Nürnberg),herrieden,Stiftsbasilika,,height,,,,,,10,10,14,14,,,,,,,,,,,,,,,
208053180,Nuernberg (Nürnberg),herrieden,Stiftsbasilika,,m3,,,,,,,,,,,,,,,,,,,,,,,,
208053180,Nuernberg (Nürnberg),herrieden,Stiftsbasilika,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34311134,Nuernberg (Nürnberg),weissenburg,St. Andreas-Kirche,river,1540.481204,https://de.wikipedia.org/wiki/St.-Andreas-Kirche_(Wei%C3%9Fenburg),http://www.openstreetmap.org/way/34311134,conventual,49.03189869,10.97034252,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
34311134,Nuernberg (Nürnberg),weissenburg,St. Andreas-Kirche,,year,,,,,,1182,1200,1294,1327,1400,1520,,,,,,,,,,,,,
34311134,Nuernberg (Nürnberg),weissenburg,St. Andreas-Kirche,,surface,,,,,,0,340,0,640,0,1200,,,,,,,,,,,,,
34311134,Nuernberg (Nürnberg),weissenburg,St. Andreas-Kirche,,height,,,,,,8,8,11,11,16,16,,,,,,,,,,,,,
34311134,Nuernberg (Nürnberg),weissenburg,St. Andreas-Kirche,,m3,,,,,,,,,,,,,,,,,,,,,,,,
34311134,Nuernberg (Nürnberg),weissenburg,St. Andreas-Kirche,,guestimate,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10935083,Nuernberg (Nürnberg),heilsbronn,Heilsbronner Münster,river,2062.083592,https://de.wikipedia.org/wiki/Kloster_Heilsbronn,http://www.openstreetmap.org/way/10935083,conventual,49.33778158,10.7917372,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10935083,Nuernberg (Nürnberg),heilsbronn,Heilsbronner Münster,,year,,,,,,1132,1139,1300,1500,,,,,,,,,,,,,,,
10935083,Nuernberg (Nürnberg),heilsbronn,Heilsbronner Münster,,surface,,,,,,0,800,,1300,,,,,,,,,,,,,,,
10935083,Nuernberg (Nürnberg),heilsbronn,Heilsbronner Münster,,height,,,,,,14,14,21,21,,,,,,,,,,,,,,,
10935083,Nuernberg (Nürnberg),heilsbronn,Heilsbronner Münster,,m3,,,,,,,,,,,,,,,,,,,,,,,,
10935083,Nuernberg (Nürnberg),heilsbronn,Heilsbronner Münster,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95256885,Nuernberg (Nürnberg),ebrach,Mariä Himmelfahrt,river,3701.186817,https://de.wikipedia.org/wiki/Kloster_Ebrach,http://www.openstreetmap.org/way/95256885,conventual,49.84751624,10.49517157,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
95256885,Nuernberg (Nürnberg),ebrach,Mariä Himmelfahrt,,year,,,,,,1127,1134,1200,1285,,,,,,,,,,,,,,,
95256885,Nuernberg (Nürnberg),ebrach,Mariä Himmelfahrt,,surface,,,,,,0,530,0,1000,,,,,,,,,,,,,,,
95256885,Nuernberg (Nürnberg),ebrach,Mariä Himmelfahrt,,height,,,,,,10,10,14,14,,,,,,,,,,,,,,,
95256885,Nuernberg (Nürnberg),ebrach,Mariä Himmelfahrt,,m3,,,,,,,,,,,,,,,,,,,,,,,,
95256885,Nuernberg (Nürnberg),ebrach,Mariä Himmelfahrt,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82533427,Osnabrueck (Osnabrück),burgsteinfurt,Große Kirche,river,1002.927108,NA,http://www.openstreetmap.org/way/82533427,parish,52.14362209,7.340971071,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
82533427,Osnabrueck (Osnabrück),burgsteinfurt,Große Kirche,,year,,,,,,1000,1100,1300,1400,,,,,,,,,,,,,,,
82533427,Osnabrueck (Osnabrück),burgsteinfurt,Große Kirche,,surface,,,,,,0,500,,500,,,,,,,,,,,,,,,
82533427,Osnabrueck (Osnabrück),burgsteinfurt,Große Kirche,,height,,,,,,10,10,14,14,,,,,,,,,,,,,,,
82533427,Osnabrueck (Osnabrück),burgsteinfurt,Große Kirche,,m3,,,,,,,,,,,,,,,,,,,,,,,,
82533427,Osnabrueck (Osnabrück),burgsteinfurt,Große Kirche,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242482198,Osnabrueck (Osnabrück),roxel,St. Pantaleon,land,1015.733928,https://de.wikipedia.org/wiki/St._Pantaleon_(Roxel),http://www.openstreetmap.org/way/242482198,parish,51.95433781,7.533384049,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
242482198,Osnabrueck (Osnabrück),roxel,St. Pantaleon,,year,,,,,,1200,1240,1300,1500,,,,,,,,,,,,,,,
242482198,Osnabrueck (Osnabrück),roxel,St. Pantaleon,,surface,,,,,,0,300,,230,,,,,,,,,,,,,,,
242482198,Osnabrueck (Osnabrück),roxel,St. Pantaleon,,height,,,,,,10,10,10,10,,,,,,,,,,,,,,,
242482198,Osnabrueck (Osnabrück),roxel,St. Pantaleon,,m3,,,,,,,,,,,,,,,,,,,,,,,,
242482198,Osnabrueck (Osnabrück),roxel,St. Pantaleon,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200234072,Osnabrueck (Osnabrück),fuchtorf,St. Mariä Himmelfahrt,land,1033.457979,https://de.wikipedia.org/wiki/F%C3%BCchtorf,http://www.openstreetmap.org/way/200234072,parish,52.04941877,8.031716423,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
200234072,Osnabrueck (Osnabrück),fuchtorf,St. Mariä Himmelfahrt,,year,,,,,,1300,1400,,,,,,,,,,,,,,,,,
200234072,Osnabrueck (Osnabrück),fuchtorf,St. Mariä Himmelfahrt,,surface,,,,,,0,530,,,,,,,,,,,,,,,,,
200234072,Osnabrueck (Osnabrück),fuchtorf,St. Mariä Himmelfahrt,,height,,,,,,10,10,,,,,,,,,,,,,,,,,
200234072,Osnabrueck (Osnabrück),fuchtorf,St. Mariä Himmelfahrt,,m3,,,,,,,,,,,,,,,,,,,,,,,,
200234072,Osnabrueck (Osnabrück),fuchtorf,St. Mariä Himmelfahrt,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122781715,Osnabrueck (Osnabrück),Wallenhorst,St.-Alexander-Kirche,land,1037.062909,de.wikipedia.org/wiki/Neue_St.-Alexander-Kirche_(Wallenhorst),http://www.openstreetmap.org/way/122781715,parish,52.34977657,8.015688942,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
122781715,Osnabrueck (Osnabrück),Wallenhorst,St.-Alexander-Kirche,,year,,,,,,1000,1100,,,,,,,,,,,,,,,,,
122781715,Osnabrueck (Osnabrück),Wallenhorst,St.-Alexander-Kirche,,surface,,,,,,0,530,,,,,,,,,,,,,,,,,
122781715,Osnabrueck (Osnabrück),Wallenhorst,St.-Alexander-Kirche,,height,,,,,,10,10,,,,,,,,,,,,,,,,,
122781715,Osnabrueck (Osnabrück),Wallenhorst,St.-Alexander-Kirche,,m3,,,,,,,,,,,,,,,,,,,,,,,,
122781715,Osnabrueck (Osnabrück),Wallenhorst,St.-Alexander-Kirche,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98503020,Osnabrueck (Osnabrück),lubbecke,St. Andreaskirche,land,1055.527392,de.wikipedia.org/wiki/St._Andreas_(Lübbecke),http://www.openstreetmap.org/way/98503020,parish,52.30161123,8.618361636,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
98503020,Osnabrueck (Osnabrück),lubbecke,St. Andreaskirche,,year,,,,,,1160,1180,1340,1350,,,,,,,,,,,,,,,
98503020,Osnabrueck (Osnabrück),lubbecke,St. Andreaskirche,,surface,,,,,,0,400,,180,,,,,,,,,,,,,,,
98503020,Osnabrueck (Osnabrück),lubbecke,St. Andreaskirche,,height,,,,,,11,11,11,11,,,,,,,,,,,,,,,
98503020,Osnabrueck (Osnabrück),lubbecke,St. Andreaskirche,,m3,,,,,,,,,,,,,,,,,,,,,,,,
98503020,Osnabrueck (Osnabrück),lubbecke,St. Andreaskirche,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276497424,Osnabrueck (Osnabrück),alfhausen,Pfarrkirche St. Johannis,land,1070.062792,https://de.wikipedia.org/wiki/St._Johannis_(Alfhausen),http://www.openstreetmap.org/way/276497424,parish,52.5002335,7.952590669,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
276497424,Osnabrueck (Osnabrück),alfhausen,Pfarrkirche St. Johannis,,year,,,,,,1200,1220,1300,1400,,,,,,,,,,,,,,,
276497424,Osnabrueck (Osnabrück),alfhausen,Pfarrkirche St. Johannis,,surface,,,,,,0,600,,500,,,,,,,,,,,,,,,
276497424,Osnabrueck (Osnabrück),alfhausen,Pfarrkirche St. Johannis,,height,,,,,,15,15,15,15,,,,,,,,,,,,,,,
276497424,Osnabrueck (Osnabrück),alfhausen,Pfarrkirche St. Johannis,,m3,,,,,,,,,,,,,,,,,,,,,,,,
276497424,Osnabrueck (Osnabrück),alfhausen,Pfarrkirche St. Johannis,,guestimate,,,,,,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146965811,Osnabrueck (Osnabrück),georgsmarienhutte,St. Peter und Paul,river,1088.265274,http://www.pggo.de/index.php?module=inhalt&func=view&pid=61,http://www.openstreetmap.org/way/146965811,parish,52.20663598,8.064620329,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
146965811,Osnabrueck (Osnabrück),georgsmarienhutte,St. Peter und Paul,,year,,,,,,800,900,1150,1250,,,,,,,,,,,,,,,
146965811,Osnabrueck (Osnabrück),georgsmarienhutte,St. Peter und Paul,,surface,,,,,,0,160,0,310,,,,,,,,,,,,,,,
146965811,Osnabrueck (Osnabrück),georgsmarienhutte,St. Peter und Paul,,height,,,,,,6,6,8,8,,,,,,,,,,,,,,,
146965811,Osnabrueck (Osnabrück),georgsmarienhutte,St. Peter und Paul,,m3,,,,,,,,,,,,,,,,,,,,,,,,
146965811,Osnabrueck (Osnabrück),georgsmarienhutte,St. Peter und Paul,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24564643,Osnabrueck (Osnabrück),nottuln,St. Martinus,river,1112.621493,https://de.wikipedia.org/wiki/Pfarr-_und_Stiftskirche_St._Martinus_(Nottuln),http://www.openstreetmap.org/way/24564643,parish,51.93009571,7.352941858,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
24564643,Osnabrueck (Osnabrück),nottuln,St. Martinus,,year,,,,,,800,900,1100,1200,1489,1520,,,,,,,,,,,,,
24564643,Osnabrueck (Osnabrück),nottuln,St. Martinus,,surface,,,,,,0,340,0,640,0,1100,,,,,,,,,,,,,
24564643,Osnabrueck (Osnabrück),nottuln,St. Martinus,,height,,,,,,8,8,11,11,15,15,,,,,,,,,,,,,
24564643,Osnabrueck (Osnabrück),nottuln,St. Martinus,,m3,,,,,,,,,,,,,,,,,,,,,,,,
24564643,Osnabrueck (Osnabrück),nottuln,St. Martinus,,guestimate,,,,,,1,1,1,1,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224526605,Osnabrueck (Osnabrück),haselunne,St. Vincentius,river,1145.977155,https://de.wikipedia.org/wiki/Hasel%C3%BCnne,http://www.openstreetmap.org/way/224526605,parish,52.67251958,7.485852605,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
224526605,Osnabrueck (Osnabrück),haselunne,St. Vincentius,,year,,,,,,1200,1300,1475,1509,,,,,,,,,,,,,,,
224526605,Osnabrueck (Osnabrück),haselunne,St. Vincentius,,surface,,,,,,0,640,0,1100,,,,,,,,,,,,,,,
224526605,Osnabrueck (Osnabrück),haselunne,St. Vincentius,,height,,,,,,11,11,15,15,,,,,,,,,,,,,,,
224526605,Osnabrueck (Osnabrück),haselunne,St. Vincentius,,m3,,,,,,,,,,,,,,,,,,,,,,,,
224526605,Osnabrueck (Osnabrück),haselunne,St. Vincentius,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34942667,Osnabrueck (Osnabrück),nordwalde,St. Dionysius,land,1155.393227,https://de.wikipedia.org/wiki/St._Dionysius_(Nordwalde),http://www.openstreetmap.org/way/34942667,parish,52.08525732,7.480363073,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
34942667,Osnabrueck (Osnabrück),nordwalde,St. Dionysius,,year,,,,,,1400,1500,,,,,,,,,,,,,,,,,
34942667,Osnabrueck (Osnabrück),nordwalde,St. Dionysius,,surface,,,,,,0,640,,,,,,,,,,,,,,,,,
34942667,Osnabrueck (Osnabrück),nordwalde,St. Dionysius,,height,,,,,,11,11,,,,,,,,,,,,,,,,,
34942667,Osnabrueck (Osnabrück),nordwalde,St. Dionysius,,m3,,,,,,,,,,,,,,,,,,,,,,,,
34942667,Osnabrueck (Osnabrück),nordwalde,St. Dionysius,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
